No_of_prevloans,Total_amount_due,Average_termdays,loannumber,good_bad_flag,age,bank_account_type_Current,loan_approval_time,loan_firstPayment_time
1.0,13000.0,30.0,2.0,0,42.0,0,1.0041666666666669,21.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0030555555555556,28.0
4.0,63500.0,30.0,5.0,1,44.0,0,1.0019444444444443,26.0
1.0,13000.0,30.0,2.0,0,45.0,0,1.0041666666666669,32.0
1.0,13000.0,30.0,2.0,1,50.0,0,1.018888888888889,34.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.002222222222222,28.0
8.0,167900.0,30.0,9.0,1,38.0,0,1.018888888888889,21.0
1.0,11500.0,15.0,2.0,0,35.0,0,1.0186111111111111,15.0
12.0,207100.0,21.25,13.0,0,39.0,0,1.0016666666666667,31.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.0038888888888888,8.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0186111111111111,32.0
13.0,405050.0,24.23076923076923,14.0,1,36.0,0,1.0186111111111111,27.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.0191666666666668,15.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.0019444444444443,31.0
2.0,24500.0,22.5,3.0,0,38.0,0,1.0019444444444443,38.0
4.0,63500.0,30.0,5.0,1,59.0,0,1.0016666666666667,23.0
7.0,159550.0,21.428571428571427,8.0,1,30.0,0,1.0016666666666667,24.0
3.0,39000.0,30.0,4.0,0,37.0,0,1.0044444444444445,6.0
1.0,11500.0,15.0,2.0,1,33.0,1,1.018888888888889,13.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0194444444444444,14.0
1.0,13000.0,30.0,2.0,0,41.0,0,1.018888888888889,29.0
3.0,39000.0,30.0,4.0,0,49.0,0,1.0016666666666667,30.0
10.0,323987.5,42.0,11.0,1,40.0,0,1.0030555555555556,23.0
2.0,26000.0,30.0,3.0,1,35.0,0,1.0194444444444444,2.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.018888888888889,12.0
5.0,86500.0,27.0,6.0,1,40.0,0,1.0016666666666667,32.0
1.0,13000.0,30.0,2.0,1,30.0,0,1.003611111111111,33.0
7.0,111800.0,27.857142857142858,8.0,1,34.0,0,1.002222222222222,21.0
2.0,24500.0,22.5,3.0,1,33.0,0,1.0019444444444443,19.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,29.0
13.0,318975.0,36.92307692307692,14.0,1,44.0,0,1.0019444444444443,14.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.018888888888889,12.0
4.0,81300.0,22.5,5.0,1,62.0,0,1.0019444444444443,31.0
11.0,312300.0,30.0,12.0,1,34.0,0,1.002222222222222,29.0
8.0,186200.0,37.5,9.0,1,53.0,0,1.0016666666666667,30.0
2.0,24500.0,22.5,3.0,1,41.0,0,1.0016666666666667,7.0
10.0,218500.0,30.0,11.0,1,37.0,0,1.0016666666666667,21.0
8.0,154500.0,24.375,9.0,1,40.0,0,1.0197222222222222,29.0
2.0,26000.0,30.0,3.0,1,42.0,0,1.0016666666666667,32.0
9.0,208650.0,26.666666666666668,10.0,1,46.0,0,1.0019444444444443,28.0
18.0,688350.0,38.333333333333336,19.0,1,42.0,0,1.0030555555555556,18.0
2.0,26000.0,30.0,3.0,1,35.0,0,1.0019444444444443,40.0
10.0,268700.0,37.5,11.0,1,49.0,0,1.0186111111111111,23.0
2.0,26000.0,30.0,3.0,1,44.0,0,1.0019444444444443,28.0
2.0,26000.0,30.0,3.0,1,41.0,0,1.0016666666666667,21.0
4.0,49000.0,22.5,5.0,1,37.0,0,1.0019444444444443,16.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.0038888888888888,8.0
9.0,136375.0,26.666666666666668,10.0,1,36.0,0,1.0027777777777778,19.0
1.0,13000.0,30.0,2.0,0,36.0,0,1.0038888888888888,28.0
5.0,76500.0,30.0,6.0,0,43.0,0,1.018333333333333,28.0
5.0,96500.0,27.0,6.0,1,41.0,0,1.0019444444444443,26.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.0186111111111111,14.0
6.0,67350.0,15.0,7.0,1,31.0,0,1.0186111111111111,9.0
8.0,124700.0,16.875,9.0,0,32.0,0,1.0186111111111111,12.0
2.0,26000.0,30.0,3.0,1,49.0,0,1.018888888888889,23.0
4.0,62000.0,26.25,5.0,1,35.0,0,1.0019444444444443,33.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.0197222222222222,12.0
3.0,49000.0,25.0,4.0,1,45.0,0,1.0016666666666667,31.0
2.0,23000.0,15.0,3.0,1,49.0,0,1.0033333333333334,5.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0191666666666668,25.0
4.0,62000.0,26.25,5.0,1,54.0,0,1.0019444444444443,59.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0019444444444443,30.0
2.0,23000.0,15.0,3.0,0,32.0,0,1.0019444444444443,36.0
2.0,26000.0,30.0,3.0,0,33.0,0,1.0016666666666667,34.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.0186111111111111,8.0
4.0,62000.0,26.25,5.0,1,34.0,0,1.0016666666666667,25.0
5.0,71300.0,21.0,6.0,1,30.0,0,1.0019444444444443,24.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0038888888888888,13.0
1.0,11500.0,15.0,2.0,0,35.0,0,1.018888888888889,18.0
1.0,13000.0,30.0,2.0,1,48.0,0,1.018888888888889,16.0
10.0,194925.0,27.0,11.0,1,31.0,0,1.0019444444444443,29.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0041666666666669,17.0
14.0,451600.0,30.0,15.0,1,38.0,0,1.002222222222222,29.0
4.0,48625.0,22.5,5.0,1,38.0,0,1.0016666666666667,8.0
4.0,72000.0,22.5,5.0,1,35.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,21.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0030555555555556,29.0
8.0,147900.0,30.0,9.0,1,40.0,0,1.0019444444444443,26.0
3.0,34500.0,15.0,4.0,1,48.0,0,1.0016666666666667,11.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.018888888888889,34.0
4.0,49000.0,22.5,5.0,1,43.0,0,1.0016666666666667,29.0
5.0,88000.0,30.0,6.0,1,36.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,1,49.0,0,1.0194444444444444,25.0
1.0,13000.0,30.0,2.0,0,46.0,0,1.0194444444444444,22.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.02,15.0
3.0,37500.0,25.0,4.0,0,35.0,0,1.0016666666666667,29.0
6.0,101250.0,15.0,7.0,1,34.0,0,1.0019444444444443,12.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0019444444444443,29.0
9.0,188625.0,21.666666666666668,10.0,1,32.0,0,1.0019444444444443,33.0
15.0,289725.0,23.0,16.0,1,33.0,0,1.0019444444444443,29.0
3.0,39000.0,30.0,4.0,0,43.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.018888888888889,12.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0194444444444444,30.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0019444444444443,6.0
4.0,49000.0,22.5,5.0,1,40.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.0186111111111111,21.0
2.0,23000.0,15.0,3.0,1,53.0,0,1.0019444444444443,10.0
2.0,23000.0,15.0,3.0,1,39.0,0,1.018888888888889,20.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.018888888888889,21.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.0191666666666668,3.0
1.0,13000.0,30.0,2.0,0,29.0,0,1.001111111111111,48.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0186111111111111,29.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0191666666666668,16.0
3.0,34500.0,15.0,4.0,0,48.0,0,1.0019444444444443,11.0
6.0,69325.0,17.5,7.0,1,36.0,0,1.018333333333333,27.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0194444444444444,29.0
10.0,292500.0,31.5,11.0,0,42.0,0,1.0041666666666669,29.0
3.0,39000.0,30.0,4.0,1,41.0,0,1.0019444444444443,28.0
2.0,23000.0,15.0,3.0,1,35.0,0,1.0016666666666667,19.0
2.0,24500.0,22.5,3.0,1,44.0,0,1.002222222222222,29.0
1.0,13000.0,30.0,2.0,1,51.0,0,1.018888888888889,20.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.0191666666666668,12.0
11.0,311750.0,28.63636363636364,12.0,1,37.0,0,1.0186111111111111,25.0
6.0,106200.0,22.5,7.0,0,36.0,0,1.0016666666666667,51.0
2.0,33750.0,15.0,3.0,1,38.0,0,1.0016666666666667,13.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0047222222222223,26.0
8.0,144850.0,30.0,9.0,1,30.0,0,1.018333333333333,27.0
1.0,13000.0,30.0,2.0,0,34.0,0,1.018888888888889,26.0
4.0,63500.0,30.0,5.0,1,29.0,0,1.0019444444444443,28.0
8.0,197550.0,26.25,9.0,0,42.0,0,1.018333333333333,14.0
8.0,172550.0,22.5,9.0,1,49.0,0,1.0019444444444443,22.0
2.0,24500.0,22.5,3.0,1,58.0,0,1.0019444444444443,24.0
4.0,62000.0,26.25,5.0,1,46.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.018888888888889,16.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0191666666666668,3.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0191666666666668,27.0
6.0,107250.0,22.5,7.0,1,37.0,0,1.0016666666666667,28.0
6.0,73500.0,22.5,7.0,0,30.0,0,1.002222222222222,52.0
1.0,13000.0,30.0,2.0,1,32.0,0,1.018888888888889,23.0
3.0,36000.0,20.0,4.0,1,33.0,0,1.0019444444444443,11.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0191666666666668,27.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,28.0
9.0,227925.0,23.33333333333333,10.0,1,45.0,0,1.018888888888889,18.0
11.0,248500.0,27.27272727272728,12.0,1,58.0,0,1.0016666666666667,31.0
6.0,76400.0,30.0,7.0,1,35.0,0,1.0186111111111111,20.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.005,13.0
10.0,224687.5,21.0,11.0,1,38.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.018888888888889,16.0
1.0,11500.0,15.0,2.0,1,28.0,0,1.018888888888889,11.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,25.0
4.0,75000.0,30.0,5.0,1,39.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,0,45.0,0,2.8891666666666667,28.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.0033333333333334,46.0
1.0,13000.0,30.0,2.0,0,35.0,0,1.003611111111111,18.0
8.0,176700.0,26.25,9.0,1,37.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,0,39.0,0,1.018888888888889,24.0
2.0,24500.0,22.5,3.0,0,42.0,0,1.0041666666666669,27.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0027777777777778,21.0
2.0,26000.0,30.0,3.0,1,47.0,0,1.0016666666666667,30.0
2.0,26000.0,30.0,3.0,0,37.0,0,1.0019444444444443,33.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0044444444444445,14.0
5.0,81250.0,18.0,6.0,1,43.0,0,1.0019444444444443,24.0
7.0,186900.0,42.85714285714285,8.0,0,46.0,0,1.02,35.0
2.0,26000.0,30.0,3.0,1,31.0,0,1.0016666666666667,14.0
11.0,278500.0,36.81818181818182,12.0,1,35.0,0,1.0030555555555556,38.0
8.0,179275.0,35.625,9.0,1,41.0,0,1.0047222222222223,29.0
2.0,26000.0,30.0,3.0,1,49.0,0,1.0016666666666667,29.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.002222222222222,16.0
8.0,137100.0,30.0,9.0,1,36.0,0,1.018888888888889,11.0
3.0,34500.0,15.0,4.0,1,45.0,0,1.0016666666666667,15.0
6.0,121900.0,32.5,7.0,1,37.0,0,1.002222222222222,36.0
2.0,26000.0,30.0,3.0,1,32.0,0,1.0016666666666667,26.0
9.0,149300.0,28.33333333333333,10.0,1,34.0,0,1.0019444444444443,27.0
2.0,26000.0,30.0,3.0,0,39.0,0,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,0,33.0,0,1.0191666666666668,23.0
14.0,438500.0,25.714285714285715,15.0,1,40.0,0,1.0019444444444443,30.0
7.0,120700.0,25.714285714285715,8.0,0,43.0,0,1.0016666666666667,25.0
3.0,36000.0,20.0,4.0,1,48.0,0,1.0186111111111111,11.0
3.0,47500.0,20.0,4.0,1,31.0,0,1.0016666666666667,53.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.0027777777777778,49.0
2.0,26000.0,30.0,3.0,1,45.0,0,1.0019444444444443,27.0
11.0,313350.0,27.27272727272728,12.0,0,32.0,0,1.0019444444444443,31.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0194444444444444,26.0
3.0,39000.0,30.0,4.0,1,46.0,0,1.0016666666666667,32.0
1.0,11500.0,15.0,2.0,0,51.0,0,1.0033333333333334,13.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.005,24.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.018888888888889,35.0
12.0,321800.0,31.25,13.0,1,52.0,0,1.0019444444444443,10.0
9.0,173000.0,18.33333333333333,10.0,0,38.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.018888888888889,14.0
6.0,157000.0,35.0,7.0,1,36.0,0,1.0019444444444443,27.0
3.0,37500.0,25.0,4.0,0,35.0,0,1.0016666666666667,28.0
3.0,37500.0,25.0,4.0,1,41.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0186111111111111,29.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.018888888888889,12.0
12.0,288875.0,30.0,13.0,1,40.0,0,1.0016666666666667,30.0
1.0,13000.0,30.0,2.0,0,52.0,0,1.018888888888889,26.0
5.0,76500.0,30.0,6.0,1,46.0,0,1.0019444444444443,29.0
7.0,123300.0,27.857142857142858,8.0,1,41.0,0,1.018333333333333,28.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,0,33.0,0,1.003611111111111,29.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.0030555555555556,18.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0030555555555556,0.0
11.0,254300.0,24.545454545454547,12.0,1,36.0,0,1.0019444444444443,39.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.0191666666666668,7.0
1.0,11500.0,15.0,2.0,0,42.0,0,1.018888888888889,17.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.018888888888889,14.0
9.0,203600.0,20.0,10.0,1,43.0,0,1.0019444444444443,32.0
9.0,268000.0,43.333333333333336,10.0,1,38.0,0,1.0197222222222222,27.0
2.0,26000.0,30.0,3.0,1,40.0,0,1.0019444444444443,31.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,30.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0033333333333334,16.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0191666666666668,23.0
2.0,26000.0,30.0,3.0,1,45.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,1,58.0,0,1.018888888888889,10.0
4.0,79750.0,18.75,5.0,1,36.0,0,1.0019444444444443,26.0
1.0,13000.0,30.0,2.0,0,42.0,0,1.0047222222222223,7.0
11.0,241650.0,21.818181818181817,12.0,1,34.0,0,1.002222222222222,30.0
9.0,237900.0,40.0,10.0,1,38.0,0,1.0038888888888888,28.0
3.0,36000.0,20.0,4.0,0,30.0,0,1.002222222222222,30.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,25.0
2.0,23000.0,15.0,3.0,1,46.0,0,1.0019444444444443,11.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0019444444444443,28.0
12.0,369900.0,30.0,13.0,1,39.0,0,1.0186111111111111,29.0
10.0,317800.0,46.5,11.0,1,34.0,0,1.0186111111111111,25.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,27.0
9.0,177400.0,36.66666666666666,10.0,1,43.0,0,1.0019444444444443,43.0
8.0,188400.0,37.5,9.0,1,37.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,32.0
7.0,135400.0,17.142857142857142,8.0,0,37.0,0,1.0186111111111111,37.0
3.0,39000.0,30.0,4.0,0,31.0,0,1.0019444444444443,33.0
1.0,11500.0,15.0,2.0,1,29.0,0,1.0047222222222223,30.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0191666666666668,6.0
9.0,213800.0,30.0,10.0,1,29.0,0,1.018333333333333,29.0
2.0,26000.0,30.0,3.0,0,33.0,0,1.0019444444444443,33.0
11.0,312375.0,32.72727272727273,12.0,1,42.0,0,1.0019444444444443,55.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.018888888888889,15.0
1.0,11500.0,15.0,2.0,0,44.0,0,1.0038888888888888,15.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0191666666666668,26.0
9.0,128500.0,30.0,10.0,1,52.0,0,1.0019444444444443,19.0
9.0,192587.5,23.33333333333333,10.0,1,39.0,0,1.018888888888889,39.0
7.0,112600.0,30.0,8.0,1,42.0,0,1.0019444444444443,30.0
2.0,24500.0,22.5,3.0,1,44.0,0,1.0016666666666667,23.0
2.0,26000.0,30.0,3.0,0,48.0,0,1.0019444444444443,30.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.0194444444444444,13.0
1.0,13000.0,30.0,2.0,1,43.0,1,1.0186111111111111,26.0
1.0,13000.0,30.0,2.0,1,52.0,1,1.0191666666666668,22.0
1.0,13000.0,30.0,2.0,0,39.0,0,1.018888888888889,24.0
2.0,26000.0,30.0,3.0,1,43.0,0,1.0019444444444443,29.0
2.0,26000.0,30.0,3.0,0,36.0,0,1.0016666666666667,38.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0019444444444443,29.0
5.0,65000.0,30.0,6.0,1,46.0,0,1.0019444444444443,27.0
2.0,26000.0,30.0,3.0,1,42.0,0,1.0016666666666667,32.0
1.0,13000.0,30.0,2.0,0,47.0,0,1.018888888888889,37.0
1.0,13000.0,30.0,2.0,0,30.0,0,1.018888888888889,29.0
6.0,131887.5,22.5,7.0,1,40.0,0,1.0025,21.0
12.0,222937.5,18.75,13.0,0,40.0,0,1.0016666666666667,11.0
5.0,88000.0,30.0,6.0,1,38.0,0,1.0019444444444443,21.0
4.0,62000.0,26.25,5.0,1,41.0,0,1.0027777777777778,26.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0191666666666668,15.0
2.0,26000.0,30.0,3.0,1,41.0,0,1.002222222222222,28.0
3.0,39000.0,30.0,4.0,0,43.0,0,1.0016666666666667,32.0
2.0,26000.0,30.0,3.0,1,40.0,0,1.0016666666666667,28.0
11.0,388500.0,47.72727272727273,12.0,1,35.0,0,1.018888888888889,32.0
5.0,87300.0,30.0,6.0,1,40.0,0,1.0019444444444443,31.0
14.0,527300.0,33.214285714285715,15.0,1,51.0,0,1.002222222222222,28.0
7.0,114000.0,30.0,8.0,1,55.0,0,1.002222222222222,30.0
4.0,63500.0,30.0,5.0,1,41.0,0,1.018333333333333,31.0
1.0,13000.0,30.0,2.0,1,47.0,0,1.018888888888889,29.0
6.0,147550.0,30.0,7.0,1,45.0,0,1.0016666666666667,31.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.018888888888889,8.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0025,3.0
4.0,58250.0,18.75,5.0,1,31.0,0,1.0186111111111111,14.0
7.0,154400.0,30.0,8.0,1,33.0,0,1.0016666666666667,47.0
7.0,106187.5,27.857142857142858,8.0,1,41.0,0,1.002222222222222,27.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0016666666666667,29.0
10.0,228275.0,28.5,11.0,1,40.0,0,1.0019444444444443,31.0
6.0,86250.0,17.5,7.0,1,40.0,0,1.0016666666666667,18.0
4.0,63500.0,30.0,5.0,1,45.0,0,1.0016666666666667,20.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.018888888888889,16.0
5.0,51750.0,15.0,6.0,1,31.0,0,1.0033333333333334,30.0
9.0,122500.0,23.33333333333333,10.0,1,36.0,0,1.0186111111111111,27.0
4.0,62000.0,26.25,5.0,1,42.0,0,1.0019444444444443,26.0
3.0,39000.0,30.0,4.0,0,30.0,0,1.0019444444444443,47.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.003611111111111,29.0
3.0,34500.0,15.0,4.0,0,42.0,0,1.0019444444444443,42.0
8.0,177200.0,28.125,9.0,0,31.0,0,1.0019444444444443,37.0
4.0,72500.0,26.25,5.0,1,40.0,0,1.0055555555555555,32.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0186111111111111,24.0
3.0,37500.0,25.0,4.0,1,39.0,0,1.0019444444444443,30.0
6.0,78850.0,22.5,7.0,1,32.0,0,1.0186111111111111,14.0
4.0,64000.0,22.5,5.0,1,35.0,0,1.0016666666666667,42.0
4.0,63500.0,30.0,5.0,0,43.0,0,1.0197222222222222,29.0
4.0,62000.0,26.25,5.0,0,36.0,0,1.0033333333333334,29.0
1.0,13000.0,30.0,2.0,0,34.0,0,1.018888888888889,38.0
2.0,24500.0,22.5,3.0,1,36.0,0,1.0019444444444443,31.0
1.0,13000.0,30.0,2.0,1,49.0,0,1.0019444444444443,18.0
6.0,108800.0,25.0,7.0,1,39.0,0,1.0019444444444443,30.0
7.0,108575.0,25.714285714285715,8.0,1,31.0,0,1.002222222222222,16.0
14.0,318650.0,26.785714285714285,15.0,1,44.0,0,1.018333333333333,31.0
8.0,205875.0,30.0,9.0,1,39.0,0,1.0019444444444443,30.0
5.0,85000.0,24.0,6.0,1,32.0,0,1.0016666666666667,22.0
5.0,118800.0,30.0,6.0,0,39.0,0,1.0016666666666667,28.0
2.0,23000.0,15.0,3.0,1,37.0,0,1.0019444444444443,11.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0038888888888888,49.0
3.0,47500.0,20.0,4.0,1,41.0,0,1.0016666666666667,32.0
1.0,13000.0,30.0,2.0,0,40.0,0,1.0027777777777778,29.0
2.0,24500.0,22.5,3.0,0,56.0,0,1.0016666666666667,42.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0186111111111111,11.0
10.0,198125.0,27.0,11.0,0,38.0,0,1.002222222222222,26.0
3.0,39000.0,30.0,4.0,1,34.0,0,1.0019444444444443,24.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0019444444444443,36.0
8.0,145200.0,26.25,9.0,1,41.0,0,1.0186111111111111,30.0
1.0,11500.0,15.0,2.0,0,36.0,0,1.018888888888889,6.0
1.0,11500.0,15.0,2.0,1,52.0,0,1.0202777777777778,12.0
6.0,107300.0,25.0,7.0,1,34.0,0,1.0016666666666667,18.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,29.0
2.0,26000.0,30.0,3.0,1,34.0,0,1.0019444444444443,30.0
10.0,247400.0,21.0,11.0,1,38.0,0,1.0019444444444443,49.0
6.0,110300.0,27.5,7.0,1,40.0,0,1.0016666666666667,26.0
5.0,86500.0,27.0,6.0,1,41.0,0,1.0019444444444443,28.0
2.0,26000.0,30.0,3.0,1,34.0,0,1.0016666666666667,25.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.002222222222222,14.0
2.0,26000.0,30.0,3.0,0,42.0,0,1.0016666666666667,2.0
6.0,111800.0,30.0,7.0,1,40.0,0,1.0016666666666667,18.0
2.0,23000.0,15.0,3.0,1,50.0,0,1.002222222222222,6.0
11.0,193050.0,25.90909090909091,12.0,1,39.0,0,1.0019444444444443,27.0
11.0,232275.0,39.54545454545455,12.0,1,36.0,0,1.002222222222222,25.0
2.0,26000.0,30.0,3.0,1,34.0,0,1.0019444444444443,31.0
19.0,616500.0,30.789473684210527,20.0,1,35.0,0,1.0016666666666667,31.0
7.0,79375.0,15.0,8.0,1,33.0,0,1.0016666666666667,7.0
12.0,191425.0,16.25,13.0,0,40.0,0,1.0019444444444443,12.0
1.0,11500.0,15.0,2.0,0,59.0,0,1.018888888888889,8.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0205555555555557,11.0
4.0,63500.0,30.0,5.0,1,43.0,0,1.0016666666666667,24.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0191666666666668,20.0
13.0,345275.0,27.692307692307693,14.0,1,33.0,0,1.0041666666666669,24.0
1.0,13000.0,30.0,2.0,1,47.0,0,1.0041666666666669,27.0
2.0,26000.0,30.0,3.0,1,36.0,0,1.0019444444444443,29.0
14.0,233600.0,26.785714285714285,15.0,1,34.0,0,1.002222222222222,34.0
8.0,176000.0,26.25,9.0,1,36.0,0,1.0016666666666667,25.0
5.0,83500.0,21.0,6.0,1,39.0,0,1.0019444444444443,26.0
2.0,23000.0,15.0,3.0,0,36.0,0,1.0019444444444443,36.0
2.0,24500.0,22.5,3.0,1,32.0,0,1.018333333333333,29.0
1.0,11500.0,15.0,2.0,1,40.0,0,1.018888888888889,16.0
14.0,402100.0,22.5,15.0,1,48.0,0,1.0019444444444443,18.0
14.0,463350.0,30.0,15.0,1,38.0,0,1.0019444444444443,30.0
2.0,26000.0,30.0,3.0,1,47.0,0,1.0016666666666667,27.0
5.0,87300.0,30.0,6.0,1,62.0,0,1.0052777777777775,21.0
9.0,205700.0,35.0,10.0,0,41.0,0,1.002222222222222,62.0
1.0,13000.0,30.0,2.0,1,45.0,0,1.018888888888889,32.0
3.0,39000.0,30.0,4.0,0,40.0,0,1.0019444444444443,33.0
1.0,13000.0,30.0,2.0,1,46.0,0,1.0191666666666668,28.0
4.0,59000.0,18.75,5.0,1,46.0,0,1.0019444444444443,27.0
7.0,122600.0,27.857142857142858,8.0,0,37.0,0,1.0044444444444445,34.0
9.0,210400.0,26.666666666666668,10.0,1,34.0,0,1.0016666666666667,9.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0191666666666668,29.0
7.0,122675.0,17.142857142857142,8.0,1,40.0,0,1.0186111111111111,12.0
16.0,439675.0,23.4375,17.0,1,41.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,0,48.0,0,1.003611111111111,34.0
4.0,46000.0,15.0,5.0,0,42.0,0,1.0019444444444443,16.0
11.0,264400.0,30.0,12.0,0,41.0,0,1.0019444444444443,32.0
1.0,13000.0,30.0,2.0,1,48.0,0,1.018888888888889,24.0
12.0,368400.0,37.5,13.0,1,37.0,0,1.0052777777777775,30.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0030555555555556,54.0
2.0,24500.0,22.5,3.0,1,29.0,0,1.0016666666666667,18.0
2.0,26000.0,30.0,3.0,0,33.0,0,1.0041666666666669,47.0
1.0,11500.0,15.0,2.0,0,34.0,0,1.018888888888889,15.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0038888888888888,36.0
3.0,37500.0,25.0,4.0,1,37.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0044444444444445,24.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0016666666666667,29.0
6.0,102750.0,17.5,7.0,1,36.0,0,1.0019444444444443,14.0
7.0,110950.0,30.0,8.0,1,34.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.018888888888889,29.0
